Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-11-30,12050,13230,12050,13150,2759
2021-12-01,13390,13620,12940,13390,2221
2021-12-02,13200,13470,13140,13370,1676
2021-12-03,13370,13480,12910,13040,2081
2021-12-06,13040,13280,13000,13150,1248
2021-12-07,13270,13850,13180,13600,2618
2021-12-08,13700,13910,13400,13690,1833
2021-12-09,14700,15810,14700,15700,13083
2021-12-10,15950,17770,15760,17300,11805
2021-12-13,17500,17890,17380,17630,3182
2021-12-14,17750,18380,17700,17930,3311
2021-12-15,18080,18100,17310,17550,3252
2021-12-16,17960,17960,17180,17300,2290
2021-12-17,17460,17460,17190,17450,6488
2021-12-20,16840,17240,16410,17120,2022
2021-12-21,17120,17570,17050,17200,1794
2021-12-22,17420,17440,17030,17200,1215
2021-12-23,17330,17330,17110,17260,989
2021-12-27,17500,17500,16940,17200,1568
2021-12-28,17350,17370,16980,17100,2432
2021-12-29,16990,17480,16990,17160,1702
2021-12-30,17250,17370,17010,17200,1215
2022-01-03,17250,17430,16360,16790,2559
2022-01-04,16900,17290,16780,17280,2087
2022-01-05,17000,17720,16950,17720,1793
2022-01-07,17400,18300,17260,18300,4568
