Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2005-11-14,6.79903,6.79903,6.34382,6.79903,49838
2005-11-15,6.75082,6.84674,6.70287,6.75082,37264
2005-11-16,6.70287,6.75082,6.6072,6.65516,19504
2005-11-17,6.70287,6.75082,6.51154,6.75082,26280
2005-11-18,6.79903,6.79903,6.65516,6.79903,30837
2005-11-21,6.89469,6.89469,6.70287,6.75082,69001
2005-11-22,6.75082,6.89469,6.75082,6.84674,26791
2005-11-23,6.79903,6.84674,6.65516,6.75082,26175
2005-11-24,6.65516,6.84674,6.65516,6.84674,52688
2005-11-25,6.79903,6.79903,6.65516,6.75082,32067
2005-11-28,6.79903,6.79903,6.65516,6.79903,18113
2005-11-29,6.84674,6.84674,6.70287,6.79903,26794
2005-11-30,6.70287,6.75082,6.65516,6.70287,24510
2005-12-01,6.65516,6.70287,6.55925,6.65516,34993
2005-12-02,6.65516,6.75082,6.6072,6.75082,30430
2005-12-05,6.75082,6.75082,6.55925,6.65516,34661
2005-12-06,6.6072,6.70287,6.51154,6.65516,43559
2005-12-07,6.75082,6.75082,6.6072,6.6072,26015
2005-12-08,6.65516,6.70287,6.6072,6.65516,43810
2005-12-09,6.65516,6.65516,6.6072,6.65516,14195
2005-12-12,6.70287,6.75082,6.6072,6.70287,20506
2005-12-13,6.70287,6.89469,6.65516,6.70287,39615
2005-12-14,6.65516,6.75082,6.65516,6.75082,26965
2005-12-15,6.75082,6.75082,6.65516,6.70287,27076
2005-12-16,6.65516,6.75082,6.65516,6.70287,35376
2005-12-19,6.75082,7.15783,6.65516,7.10987,178809
2005-12-20,7.15783,7.15783,6.89469,6.89469,88269
2005-12-21,6.94265,7.03831,6.89469,7.03831,47284
2005-12-22,6.89469,7.03831,6.89469,6.99035,54476
2005-12-23,6.89469,6.99035,6.84674,6.94265,22774
2005-12-27,6.84674,6.94265,6.6072,6.70287,125177
2005-12-28,6.75082,6.75082,6.65516,6.75082,47236
2005-12-29,6.84674,6.84674,6.70287,6.79903,27181
2005-12-30,6.84674,6.84674,6.6072,6.65516,29566
2006-01-02,6.65516,6.84674,6.6072,6.84674,31759
2006-01-03,6.89469,6.99035,6.84674,6.89469,71153
2006-01-04,6.94265,6.94265,6.84674,6.94265,21815
2006-01-05,6.94265,7.3494,6.89469,7.20578,222274
2006-01-06,7.3494,7.7564,7.3494,7.66074,318629
2006-01-09,7.66074,7.99593,7.54098,7.7087,259856
2006-01-10,7.58868,7.7087,7.39736,7.7087,74134
2006-01-11,7.66074,7.90002,7.58868,7.7087,75075
2006-01-12,7.7564,8.21136,7.66074,8.1393,332369
2006-01-13,8.30702,8.35473,7.94773,8.0916,188695
2006-01-16,7.99593,8.68992,7.80436,8.49835,319288
2006-01-17,8.49835,8.64222,8.25907,8.30702,132932
2006-01-18,8.1393,8.1393,7.90002,7.99593,189860
2006-01-19,7.99593,8.0916,7.90002,8.04364,63099
2006-01-20,8.04364,8.04364,7.7087,7.85206,75229
2006-01-23,7.7564,7.80436,7.58868,7.7564,55065
2006-01-24,7.99593,8.1393,7.7564,7.90002,135896
2006-01-25,7.99593,7.99593,7.7087,7.80436,77925
2006-01-26,7.80436,7.80436,7.58868,7.7087,64378
2006-01-27,7.7087,7.80436,7.66074,7.7087,53967
2006-01-30,7.66074,7.90002,7.58868,7.7564,72091
2006-01-31,7.80436,7.80436,7.44531,7.66074,100717
2006-02-01,7.44531,7.66074,7.30144,7.54098,48213
2006-02-02,7.54098,7.58868,7.39736,7.54098,40195
2006-02-03,7.80436,8.30702,7.7564,7.99593,517963
2006-02-06,8.0916,8.25907,7.94773,8.0916,157145
2006-02-07,8.0916,8.1393,7.85206,7.94773,94966
2006-02-08,7.85206,8.0916,7.7564,8.04364,80654
2006-02-09,7.99593,8.04364,7.80436,7.94773,67132
2006-02-10,7.99593,8.85765,7.85206,8.49835,627173
2006-02-13,8.35473,8.76198,8.21136,8.40269,145976
2006-02-14,8.45064,8.80969,8.45064,8.68992,115316
2006-02-15,8.21136,8.40269,8.0916,8.1393,184501
2006-02-16,8.1393,8.25907,7.90002,7.90002,81621
2006-02-17,7.94773,8.21136,7.90002,7.99593,69547
2006-02-20,8.21136,8.21136,7.94773,7.99593,47424
2006-02-21,7.99593,8.0916,7.90002,7.99593,42929
2006-02-22,7.94773,8.0916,7.90002,7.99593,34402
2006-02-23,7.99593,8.0916,7.90002,7.94773,17344
2006-02-24,7.99593,8.0916,7.90002,7.99593,43025
2006-02-27,7.99593,8.0916,7.94773,7.94773,34629
2006-02-28,7.94773,7.94773,7.7087,7.7564,53111
2006-03-01,7.7564,7.80436,7.54098,7.7564,30620
2006-03-02,7.80436,7.80436,7.10987,7.49302,71799
2006-03-03,7.54098,7.54098,7.30144,7.39736,29415
2006-03-06,7.39736,7.54098,7.3494,7.49302,8312
2006-03-07,7.44531,7.44531,7.03831,7.15783,67681
2006-03-08,6.99035,7.15783,6.89469,7.03831,55887
2006-03-09,7.10987,7.20578,7.03831,7.10987,25266
2006-03-10,7.10987,7.15783,6.99035,7.15783,13273
2006-03-13,7.10987,7.20578,7.03831,7.15783,11745
2006-03-14,7.03831,7.15783,6.84674,7.10987,35510
2006-03-15,6.99035,7.3494,6.94265,7.25374,82917
2006-03-16,7.20578,7.30144,7.15783,7.25374,23598
2006-03-17,7.30144,7.3494,7.20578,7.3494,35110
2006-03-20,7.3494,7.7087,7.25374,7.49302,95390
2006-03-21,7.49302,7.49302,7.30144,7.44531,10177
2006-03-22,7.39736,7.49302,7.30144,7.49302,32379
2006-03-23,7.54098,7.80436,7.54098,7.66074,80481
2006-03-24,7.7087,7.7087,7.49302,7.49302,28215
2006-03-27,7.49302,7.66074,7.49302,7.58868,18280
2006-03-28,7.49302,7.54098,7.3494,7.44531,61102
2006-03-29,7.39736,7.49302,7.30144,7.49302,31855
2006-03-30,7.58868,7.7087,7.39736,7.58868,49243
2006-03-31,7.58868,7.7087,7.44531,7.66074,47346
2006-04-03,7.80436,7.85206,7.66074,7.85206,85509
2006-04-04,7.85206,7.90002,7.58868,7.7564,54776
2006-04-05,7.80436,7.80436,7.54098,7.58868,31492
2006-04-06,7.58868,7.7564,7.49302,7.66074,49947
2006-04-07,7.66074,7.80436,7.49302,7.58868,76723
2006-04-10,7.58868,7.66074,7.44531,7.66074,55554
2006-04-11,7.7087,7.7564,7.44531,7.49302,35920
2006-04-12,7.49302,7.49302,7.39736,7.44531,25799
2006-04-13,7.49302,7.49302,7.30144,7.39736,46487
2006-04-18,7.30144,7.44531,7.03831,7.39736,71299
2006-04-19,7.3494,7.44531,7.25374,7.39736,30872
2006-04-20,7.30144,7.80436,7.30144,7.7564,108488
2006-04-21,7.7564,8.35473,7.49302,8.1393,354059
2006-04-24,8.04364,8.30702,7.90002,7.94773,96110
2006-04-25,7.7564,7.90002,7.58868,7.7564,93345
2006-04-26,7.99593,7.99593,7.7564,7.80436,102192
2006-04-27,7.85206,7.85206,7.7087,7.7087,20148
2006-04-28,7.85206,7.90002,7.58868,7.66074,13718
2006-05-02,8.35473,8.80969,8.35473,8.49835,338119
2006-05-04,8.49835,9.74346,8.21136,9.59984,513135
2006-05-05,9.50393,10.24612,9.2885,9.59984,604711
2006-05-08,9.79142,9.79142,9.14488,9.40827,199196
2006-05-09,9.36031,9.36031,9.00101,9.19284,139530
2006-05-10,9.09667,9.2885,9.00101,9.00101,132034
2006-05-11,8.85765,9.09667,8.76198,8.85765,80137
2006-05-12,8.90535,9.2885,8.68992,9.2408,78676
2006-05-15,9.2408,9.40827,8.95331,9.14488,95049
2006-05-16,9.14488,9.6955,8.85765,9.64755,141409
2006-05-17,9.6955,9.79142,9.09667,9.14488,103262
2006-05-18,9.04897,9.19284,8.95331,9.14488,43186
2006-05-19,9.09667,9.40827,8.90535,9.04897,63067
2006-05-22,9.09667,9.09667,7.99593,7.99593,81665
2006-05-23,7.99593,8.0916,6.6072,7.80436,192185
2006-05-24,7.58868,7.80436,7.10987,7.30144,56498
2006-05-25,7.25374,7.49302,7.03831,7.44531,78796
2006-05-26,7.58868,7.80436,7.44531,7.7564,41400
2006-05-29,7.7564,7.7564,7.44531,7.54098,55228
2006-05-30,7.54098,7.58868,7.20578,7.30144,35281
2006-05-31,7.20578,7.44531,7.10987,7.44531,42971
2006-06-01,7.44531,7.49302,7.20578,7.30144,56933
2006-06-02,7.99593,8.35473,7.49302,8.35473,681050
2006-06-05,8.40269,8.95331,8.25907,8.25907,324383
2006-06-06,7.94773,8.21136,7.85206,7.94773,68084
2006-06-07,7.99593,8.1393,7.80436,8.0916,39743
2006-06-08,7.90002,7.94773,7.58868,7.7564,87844
2006-06-09,7.7564,7.80436,7.58868,7.66074,35083
2006-06-12,7.54098,7.80436,6.89469,7.10987,121798
2006-06-13,6.89469,6.89469,5.7932,6.75082,131945
2006-06-14,6.75082,7.20578,6.43973,7.15783,76550
2006-06-16,7.3494,7.44531,7.15783,7.15783,95156
2006-06-19,7.30144,7.3494,7.03831,7.25374,23754
2006-06-20,7.10987,7.25374,7.10987,7.25374,22329
2006-06-21,7.10987,7.20578,6.94265,7.10987,29173
2006-06-22,7.10987,7.25374,6.89469,6.89469,32565
2006-06-23,7.03831,7.03831,6.65516,6.84674,26333
2006-06-26,6.99035,6.99035,6.75082,6.84674,17262
2006-06-27,6.84674,7.15783,6.84674,7.10987,30951
2006-06-28,7.10987,7.10987,6.84674,7.03831,13289
2006-06-29,6.99035,7.15783,6.89469,6.94265,14855
2006-06-30,7.15783,7.15783,6.94265,7.10987,30287
2006-07-03,7.15783,7.20578,6.99035,7.15783,8326
2006-07-04,7.20578,7.58868,7.20578,7.39736,43142
2006-07-05,7.44531,7.80436,7.30144,7.3494,66077
2006-07-06,7.39736,7.80436,7.39736,7.7087,58843
2006-07-07,7.7564,7.85206,7.66074,7.7087,37681
2006-07-10,7.54098,7.7087,7.3494,7.49302,70433
2006-07-11,7.44531,7.44531,6.99035,7.03831,174218
2006-07-12,6.99035,7.10987,6.79903,6.89469,113743
2006-07-13,6.79903,6.94265,6.6072,6.79903,149654
2006-07-14,6.65516,7.10987,6.65516,7.03831,53434
2006-07-17,7.03831,7.03831,6.70287,6.79903,53746
2006-07-18,6.6072,6.6072,5.96092,6.2002,528505
2006-07-19,6.05658,6.34382,6.00888,6.24816,130007
2006-07-20,6.39203,6.39203,6.2002,6.24816,51964
2006-07-21,6.24816,6.29611,6.05658,6.29611,49745
2006-07-24,6.34382,6.34382,6.10454,6.24816,36164
2006-07-25,6.15224,6.2002,6.00888,6.15224,74371
2006-07-26,6.15224,6.29611,6.05658,6.2002,35465
2006-07-27,6.2002,6.29611,6.15224,6.2002,51969
2006-07-28,6.00888,6.05658,5.84115,5.96092,237943
2006-07-31,5.88886,6.05658,5.74549,5.84115,103865
2006-08-01,5.96092,6.10454,5.84115,6.00888,46870
2006-08-02,6.05658,6.10454,5.88886,6.05658,22219
2006-08-03,6.05658,6.05658,5.74549,5.84115,45980
2006-08-04,5.7932,6.00888,5.74549,5.84115,64191
2006-08-07,5.88886,5.96092,5.69754,5.84115,46628
2006-08-08,5.7932,5.84115,5.55392,5.55392,90505
2006-08-09,5.55392,5.64983,5.19487,5.29053,169212
2006-08-10,5.24283,5.24283,4.90763,5.05125,224151
2006-08-11,5.05125,5.29053,5.0033,5.24283,81189
2006-08-14,5.19487,5.19487,5.0033,5.09921,49519
2006-08-16,5.09921,5.19487,5.09921,5.14717,35416
2006-08-17,5.14717,5.19487,5.05125,5.09921,36077
2006-08-18,5.09921,5.19487,5.05125,5.14717,32485
2006-08-21,5.19487,5.24283,5.09921,5.09921,35099
2006-08-22,5.19487,5.19487,5.09921,5.09921,25655
2006-08-23,5.09921,5.29053,5.09921,5.29053,37322
2006-08-24,5.29053,5.50596,5.19487,5.45826,45112
2006-08-25,5.45826,5.45826,5.24283,5.29053,23162
2006-08-28,5.24283,5.29053,5.0033,5.09921,48256
2006-08-29,5.09921,5.24283,5.09921,5.14717,37231
2006-10-23,4.81197,5.19487,4.81197,5.02715,647923
2006-10-24,5.09921,5.09921,4.95534,5.0033,170844
2006-10-25,5.0033,5.09921,4.90763,5.09921,150480
2006-10-26,5.19487,6.34382,5.19487,6.34382,691572
2006-10-27,6.34382,6.34382,5.7932,5.91322,317052
2006-10-30,5.98452,5.98452,5.72164,5.88886,73357
2006-10-31,5.33849,5.55392,5.12281,5.3862,355269
2006-11-02,5.33849,5.4103,5.19487,5.24283,111995
2006-11-03,5.19487,5.62598,5.19487,5.50596,79587
2006-11-06,5.50596,5.50596,5.09921,5.09921,207583
2006-11-07,5.0033,5.17077,4.95534,5.12281,176246
2006-11-08,5.14717,5.14717,4.97944,4.97944,100981
2006-11-09,4.97944,5.88886,4.93149,5.50596,706820
2006-11-10,5.4103,5.43415,5.29053,5.33849,179214
2006-11-13,5.31464,5.33849,5.09921,5.17077,84084
2006-11-14,5.19487,5.55392,5.14717,5.53007,369032
2006-11-15,5.53007,5.53007,5.26693,5.26693,57620
2006-11-16,5.24283,5.43415,5.24283,5.33849,23067
2006-11-17,5.31464,5.4103,5.29053,5.36259,31065
2006-11-20,5.3862,5.3862,5.24283,5.26693,61379
2006-11-21,5.29053,5.3862,5.21872,5.21872,36632
2006-11-22,5.17077,5.55392,5.17077,5.45826,244131
2006-11-23,5.43415,5.53007,5.33849,5.45826,78896
2006-11-24,5.45826,5.45826,5.31464,5.33849,18879
2006-11-27,5.33849,5.33849,5.26693,5.26693,37064
2006-11-28,5.29053,5.45826,5.26693,5.4103,58938
2006-11-29,5.36259,5.55392,5.36259,5.53007,100085
2006-11-30,5.55392,5.55392,5.36259,5.4103,48320
2006-12-01,5.4103,5.43415,5.31464,5.4103,29448
2006-12-04,5.33849,5.4103,5.33849,5.33849,26725
2006-12-05,5.33849,5.3862,5.26693,5.29053,36096
2006-12-06,5.24283,5.24283,5.21872,5.24283,36441
2006-12-07,5.21872,5.36259,5.21872,5.29053,39474
2006-12-08,5.29053,5.29053,5.24283,5.24283,26742
2006-12-11,5.24283,5.3862,5.21872,5.21872,57301
2006-12-12,5.17077,5.29053,5.17077,5.24283,35835
2006-12-13,5.21872,5.24283,5.17077,5.17077,45303
2006-12-14,5.17077,5.17077,5.02715,5.07511,33517
2006-12-15,5.05125,5.07511,4.69221,5.0033,50997
2006-12-18,5.0033,5.02715,4.95534,5.02715,22154
2006-12-19,5.02715,5.02715,4.69221,4.81197,61984
2006-12-20,4.76377,4.97944,4.76377,4.76377,88451
2006-12-21,4.76377,4.81197,4.62015,4.6681,105195
2006-12-22,4.62015,4.71606,4.2611,4.30906,312125
2006-12-27,4.30906,4.42882,4.30906,4.40497,48715
2006-12-28,4.40497,4.50088,4.40497,4.40497,21011
2006-12-29,4.47653,4.47653,4.33316,4.33316,19727
2007-01-02,4.50088,4.50088,4.38087,4.45268,16529
2007-01-03,4.45268,4.54859,4.42882,4.47653,20628
2007-01-04,4.50088,4.50088,4.30906,4.30906,21840
2007-01-05,4.35676,4.42882,4.33316,4.38087,17483
2007-01-08,4.30906,4.30906,4.23725,4.2611,17524
2007-01-09,4.2611,4.2852,4.2611,4.2611,12478
2007-01-10,4.30906,4.30906,4.23725,4.2611,20806
2007-01-11,4.21339,4.2611,4.18929,4.23725,26811
2007-01-12,4.2611,4.2611,4.18929,4.21339,16875
2007-01-15,4.18929,4.30906,4.09363,4.11773,89857
2007-01-16,4.09363,4.14159,3.95001,4.11773,76977
2007-01-17,4.14159,4.18929,4.04592,4.16544,25163
2007-01-18,4.18929,5.05125,4.16544,4.81197,324155
2007-01-19,4.81197,4.97944,4.54859,4.81197,162764
2007-01-22,4.81197,5.0033,4.59654,4.83557,81902
2007-01-23,5.0033,5.0033,4.71606,4.85968,41751
2007-01-24,4.90763,4.93149,4.73991,4.81197,41451
2007-01-25,4.81197,4.85968,4.62015,4.85968,45780
2007-01-26,4.81197,4.81197,4.64425,4.81197,24771
2007-01-29,4.69221,4.78787,4.6681,4.6681,16339
2007-01-30,4.6681,4.81197,4.54859,4.81197,25072
2007-01-31,4.76377,4.90763,4.6681,4.85968,39267
2007-02-01,4.81197,4.83557,4.78787,4.78787,23192
2007-02-02,4.78787,4.81197,4.71606,4.78787,14389
2007-02-05,4.69221,4.76377,4.69221,4.71606,6602
2007-02-06,4.76377,4.78787,4.69221,4.78787,9094
2007-02-07,4.69221,4.73991,4.6681,4.73991,23884
2007-02-08,4.69221,4.73991,4.57219,4.59654,21162
2007-02-09,4.52448,4.62015,4.50088,4.59654,27660
2007-02-12,4.50088,4.54859,4.47653,4.50088,15731
2007-02-13,4.50088,4.54859,4.40497,4.52448,9571
2007-02-14,4.64425,4.64425,4.42882,4.52448,15422
2007-02-15,4.30906,4.42882,4.2611,4.35676,41733
2007-02-16,4.30906,4.30906,4.09363,4.2852,54704
2007-02-19,4.30906,4.45268,4.2611,4.30906,41215
2007-02-20,4.35676,4.38087,4.2852,4.2852,32790
2007-02-21,4.30906,4.30906,4.18929,4.23725,35559
2007-02-22,4.2852,4.40497,4.18929,4.30906,41979
2007-02-23,4.30906,4.40497,4.2611,4.40497,32659
2007-02-26,4.40497,4.42882,4.30906,4.33316,15955
2007-02-27,4.35676,4.35676,4.02182,4.02182,59309
2007-02-28,4.09363,4.09363,4.02182,4.06953,57081
2007-03-01,4.06953,4.06953,3.95001,3.95001,126275
2007-03-02,3.95001,3.99797,3.95001,3.95001,19510
2007-03-05,3.99797,3.99797,3.80614,3.8305,45907
2007-03-06,3.8541,3.99797,3.8541,3.95001,15195
2007-03-07,3.95001,4.04592,3.95001,3.95001,13528
2007-03-08,4.02182,4.09363,3.95001,4.09363,13827
2007-03-09,4.06953,4.06953,3.99797,4.06953,5713
2007-03-12,4.06953,4.09363,3.99797,3.99797,17818
2007-03-13,3.99797,3.99797,3.92616,3.99797,7320
2007-03-14,3.92616,3.95001,3.8782,3.90205,21087
2007-03-15,3.95001,4.04592,3.95001,4.04592,44730
2007-03-16,4.06953,4.54859,4.06953,4.45268,284709
2007-03-19,4.50088,4.50088,4.2611,4.35676,45625
2007-03-20,4.35676,4.35676,4.2611,4.30906,17552
2007-03-21,4.30906,4.40497,4.2611,4.35676,28452
2007-03-22,4.35676,4.62015,4.35676,4.50088,269359
2007-03-23,4.57219,4.57219,4.47653,4.52448,39929
2007-03-26,4.59654,4.59654,4.47653,4.50088,61337
2007-03-27,4.47653,4.52448,4.42882,4.42882,46772
2007-03-28,4.42882,4.47653,4.30906,4.35676,32605
2007-03-29,4.38087,4.45268,4.30906,4.35676,18808
2007-03-30,4.40497,4.42882,4.38087,4.40497,15247
2007-04-02,4.42882,4.69221,4.40497,4.62015,64027
2007-04-03,4.6681,5.31464,4.62015,5.0033,395139
2007-04-04,5.14717,5.64983,4.95534,4.97944,642288
2007-04-05,5.02715,5.29053,5.02715,5.19487,173715
2007-04-10,5.29053,5.29053,5.0033,5.21872,91330
2007-04-11,5.19487,5.19487,5.05125,5.07511,42107
2007-04-12,5.07511,5.12281,4.90763,4.90763,87818
2007-04-13,5.0033,5.05125,4.93149,4.95534,19776
2007-04-16,5.07511,5.14717,4.95534,5.09921,46988
2007-04-17,5.0033,5.0033,4.90763,5.0033,45246
2007-04-18,5.0033,5.07511,4.73991,4.83557,45610
2007-04-19,4.81197,4.85968,4.47653,4.69221,61089
2007-04-20,4.78787,4.81197,4.69221,4.76377,22528
2007-04-23,4.64425,4.76377,4.52448,4.52448,35610
2007-04-24,4.52448,4.52448,4.2852,4.35676,87812
2007-04-25,4.30906,4.50088,4.30906,4.38087,62374
2007-04-26,4.40497,4.50088,4.38087,4.40497,40243
2007-04-27,4.40497,4.42882,4.33316,4.33316,47553
2007-04-30,4.35676,4.40497,4.33316,4.33316,6231
2007-05-02,4.30906,4.47653,4.30906,4.40497,13343
2007-05-04,4.42882,4.54859,4.42882,4.45268,18298
2007-05-07,4.47653,4.6681,4.42882,4.64425,56530
2007-05-08,4.62015,4.62015,4.50088,4.50088,25421
2007-05-09,4.47653,4.47653,4.2611,4.38087,57245
2007-05-10,4.30906,4.30906,4.09363,4.18929,22421
2007-05-11,4.09363,4.16544,3.97386,4.16544,72119
2007-05-14,4.16544,4.2611,4.16544,4.23725,14258
2007-05-15,4.2852,4.2852,4.18929,4.18929,11356
2007-05-16,4.18929,4.2611,4.09363,4.18929,17729
2007-05-17,4.11773,4.21339,4.11773,4.14159,7869
2007-05-18,4.14159,4.21339,3.99797,4.16544,15562
2007-05-21,4.16544,4.23725,4.09363,4.23725,13399
2007-05-22,4.2611,4.2611,4.16544,4.18929,56530
2007-05-23,4.18929,4.18929,4.09363,4.09363,33023
2007-05-24,4.09363,4.40497,4.09363,4.18929,193045
2007-05-25,4.23725,4.30906,4.18929,4.30906,32172
2007-05-28,4.73991,4.73991,4.50088,4.64425,216862
2007-05-29,4.69221,4.69221,4.50088,4.59654,44068
2007-05-30,4.45268,4.59654,4.42882,4.54859,50741
2007-05-31,4.54859,4.59654,4.45268,4.54859,33114
2007-06-01,4.50088,4.73991,4.50088,4.57219,76036
2007-06-04,4.69221,5.12281,4.6681,5.07511,410977
2007-06-05,5.07511,5.24283,4.83557,4.97944,275521
2007-06-06,4.93149,5.09921,4.90763,5.07511,123976
2007-06-08,5.05125,5.7932,5.0033,5.76935,542767
2007-06-11,5.84115,6.79903,5.8173,6.70287,973221
2007-06-12,6.70287,6.79903,6.39203,6.39203,457125
2007-06-13,6.39203,7.01421,6.2002,6.94265,584377
2007-06-14,7.03831,7.22989,6.63131,6.87059,400035
2007-06-15,6.87059,6.99035,6.51154,6.70287,404993
2007-06-18,6.70287,6.84674,6.53539,6.79903,152974
2007-06-19,6.84674,7.18168,6.79903,7.13397,202389
2007-06-20,7.18168,7.18168,6.51154,6.67926,215178
2007-06-21,7.10987,7.10987,6.67926,6.67926,142670
2007-06-22,6.70287,7.61304,6.70287,7.46891,435909
2007-06-25,7.66074,7.80436,7.25374,7.56458,187039
2007-06-26,7.54098,7.54098,7.10987,7.3494,190287
2007-06-27,7.3494,7.44531,6.87059,6.99035,111837
2007-06-28,6.63131,6.89469,5.8173,6.29611,714434
2007-06-29,6.24816,6.72697,5.96092,6.55925,265987
2007-07-02,6.84674,7.08602,6.75082,6.89469,276316
2007-07-03,7.10987,8.57041,6.89469,8.25907,566302
2007-07-04,8.25907,8.40269,7.80436,7.80436,259952
2007-07-05,7.99593,9.21669,7.90002,9.09667,822790
2007-07-06,9.09667,9.14488,8.61811,8.83379,460982
2007-07-09,9.09667,9.59984,9.04897,9.14488,556320
2007-07-10,8.76198,9.2885,8.76198,9.04897,316810
2007-07-11,9.07307,9.07307,8.30702,8.40269,200412
2007-07-12,8.52245,8.52245,7.7087,7.90002,379224
2007-07-13,4.14001,4.61995,3.79988,4.41008,2096264
2007-07-16,5.00004,6.34002,4.88006,5.43006,2263710
2007-07-17,5.99999,6.49996,5.39996,5.88997,1468824
2007-07-18,5.90003,5.92993,5.39996,5.53997,561445
2007-07-19,5.41003,5.50998,5.12999,5.23005,433082
2007-07-20,5.09989,5.98006,4.64995,5.3,1167907
2007-07-23,4.95001,5.48995,4.91005,5.05993,318235
2007-07-24,5.01997,5.16995,4.89998,4.89998,141649
2007-07-25,4.80003,4.89998,4.68005,4.69997,161911
2007-07-26,4.56006,4.88006,4.50993,4.57003,187445
2007-07-27,4.49,4.80003,4.30006,4.68005,193058
2007-07-30,4.60002,4.75,4.5201,4.54999,66065
2007-07-31,4.69001,5.15002,4.60002,4.91005,329066
2007-08-01,4.84996,4.89998,4.46997,4.61995,212233
2007-08-02,4.77004,4.77004,4.49996,4.54999,89538
2007-08-03,4.54999,4.54999,4.30006,4.40001,105284
2007-08-06,4.40001,4.40001,4.14997,4.25003,149321
2007-08-07,4.34998,4.41994,3.99999,4.14001,108443
2007-08-08,4.15994,4.30006,3.98006,4.22003,107448
2007-08-09,4.28999,4.28999,3.98006,3.99999,75861
2007-08-10,3.85001,3.85001,3.54994,3.61004,137620
2007-08-13,3.59001,3.77995,3.59001,3.63993,79666
2007-08-14,3.70003,3.70003,3.36,3.65,83972
2007-08-16,3.38003,3.38003,2.79993,3.07,153513
2007-08-17,3.04997,3.39996,2.99994,3.39996,192553
2007-08-20,3.65,4.14997,3.65,4.01006,299343
2007-08-21,4.09994,4.2,3.79988,3.99999,158442
2007-08-22,4.09994,4.18007,3.99999,4.07991,144735
2007-08-23,4.09994,4.30006,4.01006,4.18007,178143
2007-08-24,4.07991,4.14997,3.99999,4.14997,94520
2007-08-27,4.17001,4.40001,4.09994,4.2,154647
2007-08-28,4.18007,4.18007,3.99999,3.99999,60538
2007-08-29,3.88997,4.05002,3.79988,4.05002,47603
2007-08-30,4.05002,4.14997,3.91,3.98992,78452
2007-08-31,4.14997,4.14997,4.01006,4.01006,32498
2007-09-03,3.94996,4.09994,3.94996,4.02002,38436
2007-09-04,4.07991,4.11001,4.02002,4.05002,103578
2007-09-05,4.09994,4.09994,3.98006,3.98006,39103
2007-09-06,3.99999,4.03995,3.86008,3.91997,25824
2007-09-07,3.98992,4.02999,3.54994,3.90004,49322
2007-09-10,3.65,3.94,3.65,3.86008,11244
2007-09-11,3.86008,3.90004,3.75006,3.82001,39595
2007-09-12,3.85001,3.85001,3.70003,3.82001,27159
2007-09-13,3.70003,4.09009,3.70003,3.88001,62800
2007-09-14,3.99999,3.99999,3.79988,3.88997,30439
2007-09-17,3.81005,3.81005,3.70999,3.79002,51987
2007-09-18,3.79002,3.86008,3.75006,3.79988,17205
2007-09-19,3.99999,3.99999,3.79988,3.85001,59143
2007-09-20,3.82001,3.85001,3.70003,3.81005,75992
2007-09-21,3.79988,3.85001,3.70003,3.75992,50082
2007-09-24,3.77009,3.77009,3.69007,3.70003,31002
2007-09-25,3.63993,3.69007,3.54994,3.65,45378
2007-09-26,3.65,3.65,3.54994,3.63993,14432
2007-09-27,3.65,3.73999,3.54994,3.62,31658
2007-09-28,3.59997,3.59997,3.50002,3.54994,38646
2007-10-01,3.59997,3.59997,3.36,3.36997,44721
2007-10-02,3.41003,4.11987,3.39996,4.09994,454031
2007-10-03,4.24007,5.44002,4.18007,5.12003,1812753
2007-10-04,4.95001,5.37007,4.49996,4.49996,632692
2007-10-05,4.40001,4.43997,4.05998,4.26996,360485
2007-10-08,4.24007,5.09989,4.09994,4.80003,505377
2007-10-09,5.00004,5.24998,4.60002,4.84996,465956
2007-10-10,4.91005,4.96008,4.64009,4.66998,163631
2007-10-11,4.61995,4.84996,4.4599,4.68005,131638
2007-10-12,4.5201,4.75,4.5201,4.68005,94821
2007-10-15,4.57999,4.68005,4.56006,4.64995,71199
2007-10-16,4.54999,4.64995,4.45004,4.46997,142602
2007-10-17,4.46997,4.75,4.46997,4.49,63733
2007-10-18,4.4599,4.54999,4.28003,4.28999,73736
2007-10-19,4.20997,4.54999,4.20997,4.37998,108403
2007-10-22,4.36005,4.46997,4.22003,4.37002,43335
2007-10-23,4.30006,4.45004,4.26996,4.43001,19819
2007-10-24,4.32995,4.41994,4.26996,4.32009,21578
2007-10-25,4.40001,4.75997,4.40001,4.66001,292722
2007-10-26,4.69997,4.75,4.32009,4.32009,174483
2007-10-29,4.40001,4.58995,4.22003,4.49996,133909
2007-10-30,4.49996,4.54003,4.41994,4.50993,15841
2007-10-31,4.49996,4.82992,4.49996,4.75,175077
2007-11-02,4.64995,4.89002,4.52996,4.78996,158105
2007-11-05,4.86002,5.09989,4.80003,5.05007,275347
2007-11-06,5.20005,5.24001,4.66001,4.78996,232690
2007-11-07,4.82992,5.00004,4.32995,4.45004,155679
2007-11-08,4.30006,4.48004,3.99999,4.26996,149041
2007-11-09,4.30006,4.37998,3.91,3.91,130582
2007-11-12,3.98992,4.07991,3.79988,3.90004,63782
2007-11-13,3.99999,3.99999,3.82998,3.94,45588
